Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,Keywords
Garazi Chick 'n Shakes,ChIJvXflG32CeC4RUTw2IbWE1RQ,"Jl. Bend. Jati Luhur No.16a, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","restaurant, cafe, meal_takeaway, food, point_of_interest, establishment",5.0,38,,"stayed here for more than 5 hours suitable for people who wants to stay for a long time

will definitely come again 

amazing pot brewed coffee very unique

Tried it when there was a promo on Gofood Spiced chicken rice The chicken is crispy but delicious Get chest Juicy gt Gentle The flour is crunchy not hard Fried when an order comes in The restaurant was active in chat because the choice of chicken available was different from my notes The sambal is really good The rice is fluffier Thank You So I want to stop by there

Ps Thinwall spoon and cup are mine

eh its delicious after trying it because when there was a grab promo too
The toast from before it was opened already smelled so good
its sparkling palm sugar ulalaaa

eh the spiced chicken is really good the seasoning is just right the smell is very good whats more the meat is soft and tender the crunchy dough is similar to the smell of buttermilk chicken duh its delicious try it

Looks like next time I want to try to come to the location at all

Keep your spirits up mg successful business

Strategic location easy to find comfortable place to hang out with friends while having a snack various menus are offered at affordable prices taste muantapp poll including various drinks sweet salad tofu walik the Dim Sum endulita bingitt especially the Owner and very friendly service recommended guyss",1.0,21.420.714.409.772,7.006.426.214.322.930,65,"having snack, tender crunchy, restaurant, rice fluffier, meat soft, good rice, gofood spiced, buttermilk chicken, chicken really, choice chicken"
Pangkubudhe,ChIJqYvPfBor1i0RNSeJuUJ8OoU,"Jl. Raya Dermo No.168, Dermo, Mulyoagung, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, food, point_of_interest, store, establishment",5.0,35,,"We Are Big Family good place

amazing place

good taste

Suipppppp

Cozy place",1.0,19.683.899.727.899,7.005.905.169.918.360,66,"amazing, good, big, suipppppp, taste suipppppp, family, big family, cozy, place amazing, place good"
OBOE coffee,ChIJBZwosRb51y0Ryrh-iHjyW30,"Jl. I.R. Rais No.220, Bareng, Kec. Klojen, Kota Malang, Jawa Timur 65116, Indonesia","cafe, point_of_interest, food, store, establishment",5.0,35,,"Ok

Perfect place for meet

Ok

cool person the coffee is delicious cool for doing assignments and a place to meet

Those who are friendly the coffee is great the noncoffee is delicious the lekker and brownies are a must",1.0,19.683.899.727.899,7.005.905.169.918.360,67,"delicious cool, brownies, lekker, place, meet ok, noncoffee, meet friendly, perfect place, person coffee, delicious lekker"
Kamsia boba & chiken Gajahmada,ChIJw-PhwESDeC4RdIUhDQmTKXU,"2J8J+8VQ, Jl. Agus Salim, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","restaurant, cafe, point_of_interest, food, establishment",5.0,35,,"A delicious snack menu accompanied by a yummi boba lets go to boba at Gajah Mada again bay 1 get 1  Monday and Tuesday no promo applies

The service is very good and friendly with a smile the place is also clean comfortable

Service and affordable prices very attractive promos

shes friendly
sweet fit
and the service is satisfactory

When the promo buy 1 get 1 free The service is good",1.0,19.683.899.727.899,7.005.905.169.918.360,68,"attractive promos, menu, bay monday, satisfactory promo, delicious snack, mada, gajah, lets boba, snack menu, yummi boba"
Salad Pop Ketawanggede,ChIJs0ztCpTZ1y0R2-NRPn4a-0M,"Jl. Kertosari No.2, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, point_of_interest, food, establishment",5.0,33,,"I like salad pop 3000

The salad is really delicious the cheese is abundant the fruit is so fresh that you can eat it and the salad doesnt make you feel bad hmmmzz

The most recommended salad the salad is really delicious its not bad the fruit is fresh the cheese is abundant its a must try

The salad is fresh the mixture is complete the cheese is abundant really recommended really delicious

RECOMMENDED SALAT IN MALANG RAYA the fruit is fresh and fresh The cheese is guaranteed a lot of cleanliness and deliciousness you wont regret it with fantastic cheap prices and delicious taste hurry up and try those who havent tried it yet",1.0,18.526.023.273.316,7.005.557.806.981.990,71,"raya fruit, fresh eat, pop 3000, abundant fruit, delicious cheese, delicious recommended, cheese abundant, salad doesnt, eat salad, 3000 salad"
Toko kopi sudawirat,ChIJYVvc8oop1i0R9X9vIUQ4MLU,"Jl. Kedawung No.35, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, store, establishment",5.0,31,,"Beautiful  homies cafe

Sip

Susana is comfortable lots of plants the tofu is delicious

Come here often coffee and snacks are delicious The atmosphere is like having coffee at night in your own yard

Peoples prices comfortable and beautiful place suitable for healing  success continues for SUDAWIRAT ",1.0,17.368.146.818.734,700.521.044.404.562,73,"lots plants, homies, come coffee, sudawirat, coffee snacks, sip, beautiful place, susana, susana comfortable, plants tofu"
Shake Shake Salad Malang,ChIJtXWdxGGDeC4RrmksiK0IeRw,"Jl. Bendungan Sutami No.15, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, establishment",5.0,31,,"Greentea Recommended bangett

Nice food

Those who want to buy a contemporary salad hurry up and stop by its guaranteed to taste really good

Yesterday when I went to Malang I stopped by to buy at the Shake Shake Salad the taste was oath it was delicious especially the chocolate one

for Fruits Lover you have to come here you will definitely be addictedits delicious to want more and morereally recommended",1.0,17.368.146.818.734,700.521.044.404.562,74,"food want, nice food, taste really, greentea, chocolate fruits, buy shake, addictedits delicious, recommended bangett, salad hurry, greentea recommended"
Penthouse Dorm&Cafe,ChIJlbr9VJ351y0RC6Ygzd3toSM,"Perumahan Jl. Taman Indah Soekarno Hatta No.16, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, establishment",5.0,31,,"Matchanya the best

Its recommended eat and drink delicious doesnt make your pocket empty hihihi

Comfortable place to relax and can order food via Gofood

The place is easy to reach the atmosphere is calm really suitable for those who want to do assignments or gather with friends girlfriends or relatives the prices for drinks and food are standard but the taste is good according to the price friendly service Enough parking free wifi too delicious anyway recommended There is also a mens boarding house besides the cafe

Theres a beyblade community here you know for those of you who want to join or who want to take their beybladean children Come here every SaturdaySunday",1.0,17.368.146.818.734,700.521.044.404.562,75,"wifi delicious, matchanya best, beybladean children, gofood place, prices drinks, theres beyblade, hihihi comfortable, recommended eat, comfortable place, house cafe"
Kopi Ceket & Wedang Uwuh,ChIJwxo6u3CDeC4RlQSNjfzVYHg,"Jl. Ciujung No.19, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia","cafe, store, food, point_of_interest, establishment",5.0,28,,"If you are a coffee lover you should try this one Enaaaak bangeeeeeet My fave still matcha coffee 

5 star street vendor coffee great  in front of the poor mothers pearl hospital

Coco pandan milk coffee which is not just an ordinary drink
Nice place to chat with friends

Worth a try and highly recommended

There is no day without coffee
Coffee Ceket mak yusss

Amazing taste 5 star concoction Malang people and newcomers to Malang Must try The location is right in front of Mutiara Bunda Hospital",1.0,1.563.133.213.686,7.004.689.399.641.050,78,"malang try, fave matcha, try location, hospital coco, bangeeeeeet fave, bunda hospital, taste star, place chat, ordinary drink, day coffee"
Pokok Ngopi,ChIJpevxblT41y0RPNi2lPsMiXw,"3J8H+4FJ, Mojolangu, Lowokwaru, Malang City, East Java 65142, Indonesia","cafe, food, store, point_of_interest, establishment",5.0,28,,"Good

Comfortable place delicious menu and of course free full music and playing Uno  my son really feels at home  even though he usually always invites him home

The place and atmosphere that is owned by the coffee tree is comfortable for joking around with friends the menu is also very affordable suitable for students and there are facilities that are not available in other cafes namely free to play ps that is also a plus point from this cafe

Theres live music noncoffee drinks too Cheap too

The place is comfortable there is a large parking lot there is live music the menu is complete the taste is unmatched its really fun to have coffee here jooss",1.0,1.563.133.213.686,7.004.689.399.641.050,79,"facilities available, music menu, fun coffee, students facilities, home place, affordable suitable, music noncoffee, delicious menu, coffee jooss, cafes free"
Warkofi Comboran Malang,ChIJxewwI_FDei4RFDDC4YAD9mQ,"Jl. Sartono S.H No.52, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","cafe, store, point_of_interest, food, establishment",5.0,27,,"JOSSSSSS

Taste ok
Service ok
The coffee shop is minimalist with a cafe feel Really recommend

Coffee friendly service modern cheap great free parking and a coffee shop free wifi with a minimalist cafe feel

Coffee here is beautiful and the coffee is very good the coffee is modern coffee and the price is really cheap please stop by here I guarantee you wont lose if you drink coffee here 

The place is comfortable  Clean  the coffee is also good  the best thing ",1.0,15.052.393.909.569,700.451.571.817.287,80,"friendly service, drink coffee, good coffee, clean coffee, parking coffee, coffee price, coffee modern, cafe feel, minimalist cafe, coffee shop"
Warung Kopi OYItok,ChIJxRhJlk-CeC4RvNw08cvp8Ro,"Sudimoro Selatan, Sudimoro, Kec. Bululawang, Kabupaten Malang, Jawa Timur 65171, Indonesia","cafe, food, point_of_interest, store, establishment",5.0,26,,"really recommended place for gathering or drinking coffee with friends very beautiful place with very nice views the service is also good the coffee is also really good the price is affordable

For those of you who like coffee with a cool rural view recommendations for delicious Robusta coffee to enjoy in the morning

A comfortable place for coffee  gathering with business and community relations

I want this coffee the coffee is really good the sweetness is just right and it is safe to drink for the stomach The chocolate is also delicious fresh and the chocolate tastes really good If youre looking for a different coffee you want coffee The coffee is processed by Cold Brew and the basic dampit coffee is the original Malang specialty Delicious Must try

cool place perfect for relaxing while drinking coffee the coffee is also delicious",1.0,14.473.455.682.278,7.004.342.036.704.680,83,"cold brew, coffee original, coffee friends, dampit coffee, coffee gathering, coffee processed, good coffee, coffee cool, recommended place, robusta coffee"
