Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text
Batagor Siomay Pohaci,ChIJ_fmIEG1H0i0RccVPKwLHHBE,"Jl. Puncak Mandala No.40, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, establishment",3.3,9,,"Siiip...recommended...

The batagor ordered turned out to be not ripe, especially from the smell that was not delicious which definitely wasn't fresh either. as a result so sick a few days. maybe a freezer should be provided to store uncooked ingredients. This is my personal opinion and experience. Maybe I'm just being unlucky.

Had wanted to try the batagor, but suddenly it wasn't comfortable with the t4, the service was jutek - perfunctory, not clean, there wasn't a restroom/km... Still better at the food court next door (cleaner - friendly service - more menu choices)

I'm really sorry... Make a culinary business a little bit more serious...

really good, the batagor is super 👍🏻👍🏻👍👍
dumplings are delicious too
good service, friendly & fast
can be ordered through ojol too.
can ask for the spices to be separated.
subscribe to questions near the house, just walk tok.
the location is right on the corner of the road to the Kalam Kudus school.

comfortable suitable for looking for inspiration where it's really sunset"
Cafe Cak Dul,ChIJ_QCjrQco1i0R9hF2EQfiV4w,"Jl. Rogonoto No.94, Damean, Losari, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153, Indonesia","cafe, store, food, point_of_interest, establishment",4.3,8,1,"Great coffee.....while waiting for the motorbike to wash coffee first so you don't misunderstand

At that time, when the three of us were walking, we lost a pack of red Marlboros mysteriously right between Pak Kir's stall and Cak Dul's Cafe..

It is suitable for those of you who want to share experiences and other knowledge, namely the emergence of my feelings at that location

Cool place, perfect for a relaxed coffee... There are snacks too

Top markotop please stop by"
ANGKRINGAN PENDOPO SUTAMI,ChIJ_QEomu4p1i0RmTMs49ypo8w,"2JQ7+XFX, Jl. Bendungan Sutami, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, store, establishment",5,1,,
KUA MALANG (kopi umak arek malang),ChIJ_QeScOX71y0RHNM_KyDa88Y,"Jl. Sudimoro Utara, RT.04/RW.17, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, point_of_interest, food, establishment",5,7,,"Goodd

Almost every mood wants to hang out, definitely go to VENTRITRE COFFE...REALLY GOOD ATTITUDE .. ..LET'S TRY IN COME TO VENTRITRE COFFE..🥂🍹💐

Good service



"
Downtown Social Bar,ChIJ_QTgvVkp1i0RGEMMbUCZpK4,"Jl. Kahuripan No.18, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia","cafe, restaurant, point_of_interest, food, establishment",4.7,475,,"Newly opened cafe/bar located in downtown of Malang. It's kinda tricky to find this place, since there is no big signage outside, only a small door with japan-like decorations. You can park your vehicle by the street side.

It looks so narrow from outside, but when you go in, it's pretty spacious. They have izakaya-street decoration, and numerous of neon lights. Main space is smoking area, but they have separated non-smoking area as well. The vibe is so loud with hip-hop music, and it fits the decoration so well.

They mainly sell alcoholic beverages, but don't worry, they also provide non alcoholic. Their cocktail was good, all drinks were good on my visit. Quite cheap, -+30k/cup for cocktail. Very recommended.

A brand new place in a center of Malang City, strategic place with easy road access.
Great place to hangout and drink with friends, it has very nice concept and decoration. You can feel really different ambience downstairs, makes you lost track in time. There will be no difference ambience between day and night, amazing isn't it? Not only they have very nice place, they also provide you with extraordinary food and drinks. Loud music is a plus to this kind of vibe, cant complain. 🤙

definitely not my usual kind of scene 🤣 i personally cant stand being there for too long since its placed underground and a lot of people smokes there, its very stuffy. the snack is great though and the drink is okay!

New experience for hangout.
The cafe with downtown of Tokyo's vibes

The Place
The entrance soooooo small. I even passing the place twice to make sure of it.
So many LEDs to take a picture with. Great vibes
Unfortunately, not for people who come to chitchat with friends, because the music is too loud for me.

The Taste
The Miso Ramen taste sooo good. The Drink also good and fancy.

The Price
Reasonable. You can get the fancy dish for around 20k-50k

The Service
The service is ok. The waiter and cashier are so friendly

Yoo this place was very awesome and very interesting concept I like it very much, just like their name place “Downtown” yep it was underground and just like pub but they sell coffee amd that was very unique taste. The food was delicious too, have indoor smoking area great place to hangout with a bunch of friends like a big group of it. Enjoyy at here while you at Malang🥂✨"
Cafe Roekelos,ChIJ_QZwxCSDeC4RE19OhxLvv7Y,"Jl. Sigura-gura III No.10, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, establishment",4.6,26,,"Cozy

Top

Cozy hangout

It's a great place for those who really like coffee, the coffee kicks in, it's also good for hanging out with fast wifi

Nice and cool place"
The BAROMETER Cafe & Resto,ChIJ_RUJ7AQp1i0RU_KLch8LWTM,"Jl. Pulosari No.25, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia","bar, cafe, food, point_of_interest, establishment",4.5,56,,"It has karaoke stage to sing. The place is cozy. But i don't recommend to come here. Waiting time is insane

good food, good music, nice people 🤗

Nice and cozy place, good entertainment, good service and delicious food

Cozy places for hangout with friends. Nice place for event like family gathering, birthday party, etc.

Good food and great ambience!"
Kopikan Mlg,ChIJ_S8p2pcp1i0RMcBSZPJz36E,"Jl. Sanan No.10, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia","cafe, food, point_of_interest, store, establishment",4.8,18,,"Top

nice place

The first time I found a coffee shop using non-plastic straws. The taste of the coffee is also really worth trying. Don't claim to have been to Kamlang if you haven't stopped by this place 👍👍👍👍👍

a place to hang out for hitzzz

A quiet place suitable for those who want to enjoy silence. The menu is specific and the price is relatively cheap. The guys are friendly."
KON.CO COFFEE AND GARDEN,ChIJ_SFM9YGCeC4RPyf7juykDz0,"Mojolangu, Lowokwaru, Malang City, East Java 65142, Indonesia","cafe, food, point_of_interest, establishment",4.5,298,2,"Cozy place to have a sip of coffee and other beverages. Recommended to try their signature beverage!! Juice of vegetables but the taste was incredible good. I really like coffee shop with garden~

cozy place for doing tasks with friends or taking some photos. also have a good service. that hot matcha is really good!

The place is nice with affordable food. The two signature drinks are konco es kopi (ice coffee with milk, I guess. Great taste actually) and konco sensation (the mixed vegetables with citrus essence, unfamiliar menu on cafe but amazing). The rest of the menu is fine. I would suggest the signature drink first

Outstanding place !
Donat dan cinnamon rollnya enak.

Nice place and ambience for groups. Cozy place to do work or just talks. Price is okay compared to the other coffee shops in town. Taste is okay too"
Dream Cafe,ChIJ_SPwL-3Z1y0RIik_N4GvVZ8,"JL. Veteran 2 Malang Town Square Bl GS/50 Ground 65145, Ketawanggede, Lowokwaru, Malang City, East Java 65113, Indonesia","cafe, point_of_interest, food, establishment",5,2,,"Broad choices of menus. From locals to western they have it. I really like the caramel milk tea. The place is nice and quite too

Jozz"
Tahwa Angsle RondeFaiz,ChIJ_Sz_xiYo1i0RKPsjqUF-qKo,"Jalan Raya Muharto No.50 Kel.Kota lama Kec.Kedungkandang, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65136, Indonesia","cafe, meal_takeaway, store, restaurant, food, point_of_interest, establishment",4.7,19,1,"Angsle, Tahwa, the best Ronde in Malang. Recommended

It's the first time I've been here & I chose to enjoy the angles, while the other menu has rounds, petulo, you know. The angsle tastes good like the taste of angsle in general. The contents are quite varied, 6 kinds, tastes coconut milk & tastes sweet.

It's delicious.. Just tried it if you've never had an angle

Sells Tahuwa, a kind of tofu dish served with sweet gravy.

Because it's really delicious, I like Angeles, it's really delicious....
It's delicious"
Evelicious,ChIJ_T7oxG2CeC4R7xfg2Mvremk,"Pabrik permen, Jl. Kyai Tamin 1C No.26, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia","cafe, food, point_of_interest, establishment",5,4,,"Cheap drink prices but not cheap quality. Suitable for all ages from students to adults. Great

Nice place to hang out, the seller is very friendly. The menu is varied and cheap



"
Bananabis Arjosari,ChIJ_TFdoUsq1i0R3Bx87IZs6X8,"3M94+X4G, Arjosari, Blimbing, Malang City, East Java 65126, Indonesia","cafe, food, point_of_interest, establishment",5,13,,"Muantul poll

If you want to find a cheap dessert this is the place.

The banana nuggets are delicious. Lots of topping choices. Continued success Bananabis.

Thank you, the taste is great, the contents are also great, the cheese and chocolate are all right 😍😍

Wooooooooooooooooooooooooooooooooooooooooodd banana nuggets...... 😍"
warung kopi boldy mas faris,ChIJ_UN1dr-DeC4RXTbDHjv0rrg,"2J7P+XJ2, Jl. Gatot Subroto, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65118, Indonesia","cafe, food, store, point_of_interest, establishment",4.6,77,,"Ok

Ok...

Good

It's a nice place to hang out, relax and pop

Roadside coffee shop, perfect for hanging out when the bag is running low hehe. Provides black coffee, milk coffee, warm milk, ginger milk, ginger tea, etc. There are also various kinds of fried foods, as a snack to satisfy hunger. Located on a strategic route, this shop is always busy. Sometimes you have to queue, because the seats are limited (you can sit on the floor too)."
KPK CAFE,ChIJ_V0FFdeDeC4RW4GCDAaehD8,"Ruko Sumbersari, Jl. Raya Sumbersari No.89, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, establishment",4.3,47,,"Love the food, you can upgrade your rice portion to extra large with no additional charge. Also the dining area is very cozy and tranquil

cozy caffe for nongki

Not so good

Cozy place

One of the places to eat and drink that in my opinion the menu is delicious, the price is right, the room is comfortable and really good for eating with family, friends. nothing to lose try here. As the name implies, the KPK chef, after eating, you will definitely come out very full."
Loe Mien Toe,ChIJ_V7JkhGCeC4R0_xBtQKUwfU,"Jalan Tata Surya 2, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, store, point_of_interest, food, establishment",4.4,1602,,"I recently had the pleasure of visiting this unique cafe and I must say it was an absolutely delightful experience. As soon as I walked in, I was struck by the charming Chinese-themed decor, complete with an impressive collection of antiquities and old photographs of Indonesian landmarks.

The ambiance of the cafe was simply amazing with the old grandma style house and interiors, full of wooden style furniture that added to the overall charm of the place. The windows provided a stunning view of the nearby stream, accompanied by the soothing sound of flowing water. It was the most unique cafe I have ever been to, and I was immediately taken aback by the tranquility and serenity of the surroundings.

The menu was equally impressive, offering a range of delicious food and beverages. I tried their pisang bakar and it was one of the best I've ever had. The rate of the menu is very cheap as well.

All in all, I would highly recommend this cafe to anyone looking for a unique and memorable experience. The ambiance, the food, and the service are all outstanding, making it an ideal place to relax and unwind. I look forward to visiting again soon!

The decoration is superb, it's like an oriental museum. Perfect for someone who loves antique or unique building and someone who loves taking photo. The water sound came from the river and the fish pond make a relaxing ambiance. But sadly, there is no smoking room in this cafe so the visitor can smoking everywhere and it's make me uncomfortable. The taste of main menu is so so and a little bit salty. The tea is good tho. The price is really affordable

This place has so many beautiful spot, including the theme, building style which have unique design both the building and the interior (antique things), the garden, the fish pool and it’s surroundings that so homey, was really good for instagram and heaven for people who love taking picture. Foods and beverages was average enough. My two cents of this place would be the connection both menus and the ambiece, because the menus not-that-oriental antique, contradicts enough with the ambience.

Good vibes cafe with such a good books collection like Yuval Noah Harari's books. Not that pricey also. The menu's price ranged from around Rp. 10.000 - Rp. 30.000

Oriental style ~look like museum~ coffee shop with lots of antique stuffs inside. Menu is vary, especially light meal with very affordable price. Best table to sit is next to window where you can see a small river and bamboo trees. Collections bit dusty that are supposed to be well maintained to keep the existence."
