Name,Place ID,Formatted Address,Category,rating,total_reviews,Price Level,Review Text,rating_normalized,reviews_normalized,score,rank,One_Keywords
Pisank magic,ChIJo9m-jj0p1i0RUuHWsIojXHU,"Jl. Bunga Srigading Dalam No.45, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, bakery, meal_delivery, restaurant, food, store, point_of_interest, establishment",4.8,55,,"Order a snack at Magic Banana when there is a promo at Grabfood. The portion is just right for eating together or eating alone to stay up late to a deadline, really okay. As for taste, the bananas are a bit sour but still come in with abundant and sweet toppings so they don't get bad.

The taste is good and the price is standard. Once I bought take away and it arrived at the boarding house, it turned out that there was no cheese, even though I ordered one with cheese. Finally the road again which has to pass through the river with a steep up and down road.

Banana snack is a must try really. It feels really good. Can be ordered online too. If you want to buy it directly, you can too. Road access is quite easy.

Crispy breaded bananas on the outside, sweet and soft bananas on the inside. Attractive packaging, the box is equipped with a fork and uses safety adhesive, neat. The contemporary topping tastes great. Macha green tea tastes really good plus chunks of delicious almonds. Chocomaltine tastes crunchy and chocolate melts on the tongue. Oreo topping is also delicious. All the kids like this. Order using the Gofood application and can pay using Gopay, there are discounts at this restaurant. Order 2 portions of 41 thousand rupiah, order 3 portions of 42 thousand rupiah..the difference is only a thousand, yes, just ordered 3 portions haha

I'm not really stingy when it comes to toppings, I'm really loyal to the best customer",0.95,0.0031262664273721,0.54284429456377,1384,"bananas, gofood, discounts, fork, packaging, online, boarding, dont, rupiahthe, contemporary"
Kedai Double R,ChIJ-0mzdUaDeC4Rt7gJvDtzsuQ,"Jl. Mergan Veteran No.27, Tanjungrejo, Kec. Sukun, Kota Malang, Jawa Timur 65147, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,55,1.0,"Cozy cozy

Mantuuuulll recommended

Disappointing service.
The place is not at all comfortable.
Handle it more seriously if you really intend to open a restaurant. If you don't intend to, just close it so you won't be disappointed...

There's no such thing as an old date when you eat here, it's really gloomy, really delicious, really cozy..
Highly recommend for those who want to eat deliciously but don't break the pocket..😍😍

A comfortable place for gaming and relaxing",0.95,0.0031262664273721,0.54284429456377,1385,"cozy, restaurant, date, deliciously, pocket, recommend, mantuuuulll, handle, disappointing, wont"
Palka Coffee N Tea,ChIJxRj5rvCBeC4RVlvkkMqAbW8,"Jl. Raya Sumbersari No.82, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia","cafe, food, point_of_interest, establishment",4.8,55,,"Stay way, because its comfort zone

Unique menu and friendly

It's a cool place with warm nuances, suitable for laughter and jokes, and the menu is delicious.
The point is really recommended

Small coffee shop on the side of the road. It's comfortable to chat, but because it's located on the side of the road, the sound of vehicles can be annoying sometimes

The coffee is delicious... Come on, come on, those who haven't stopped by yet",0.95,0.0031262664273721,0.54284429456377,1386,"coffee, place, friendly, chat, comfort, menu, stay, nuances, laughter, havent"
STMJ NDUT,ChIJ6aa0fK2DeC4RVuUxmYjWYBA,"Jl. Raya Tlogomas No.3, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia","cafe, point_of_interest, food, establishment",4.8,54,,"Nice place

yes yes

Stmj Majun or the spices are great. Standard price. Can make payments via Qris. Enough parking space for 12 motorbikes. Just bathroom. Lack of lack of smile

Subscribe here if you use stmj, even if you come here instead of chocolate milk or milk coffee. The snacks are a bit lacking, sometimes there isn't anything or it's just dents or nuts...

STMJ e mas fat. People are friendly and love to smile. Hehe.. STMJ is delicious, especially the chocolate one..🍹😋",0.95,0.003068372604643,0.5428194002199965,1387,"stmj, spices, motorbikes, qris, yes, price, friendly, place, payments, lack"
Warkop Yaqin,ChIJdYQwcQ_61y0RkIJmtlGofRg,"Jl. Kejawan Putih Tambak II No.14, RT.01/RW.01, Kejawaan Putih Tamba, Kec. Mulyorejo, Surabaya, Jawa Timur 60112, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,54,,"Ok

Ok

Cheap price

The pentol is delicious, the kwalik is soft.
Spacious place, and friendly service.

There is a legendary tofu",0.95,0.003068372604643,0.5428194002199965,1388,"pentol, kwalik, tofu, cheap, service, delicious, spacious, friendly, soft, ok"
KOPI SUWA,ChIJ7XIMjb4p1i0Raco0ArhHfN4,"Jl. Bunga Monstera Jl. Dewandaru No.41, Tulusrejo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, food, point_of_interest, establishment",4.8,54,,"Cozy enough, fast Wifi, and comfy seat. Need to know that plug for charging need is limited, so not all desk available. Board game ready on the place

A great place to talk with friends, there's a guitar, a cat named mochi, great place to study and work, and really friendly staff as well

Great place to relax, study and work in. The ambience is cozy and comfortable. kopinya juga enakk!!

best coffee place in a while, hawa nya chill abis

Good ppace,good taste, good price..",0.95,0.003068372604643,0.5428194002199965,1389,"cozy, desk, nya, wifi, kopinya, charging, guitar, chill, ready, theres"
Saat Seduh Coffee Jembatan Merah,ChIJ4Rfdj5751y0RNCSvQAcSX0w,"Jl. Jembatan Merah, Krembangan Sel., Kec. Krembangan, Surabaya, Jawa Timur 60175, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,54,,"Great place for coffee and a snack! The avocado latte tastes amazing and, best of all, they offer vegan options (soy and oat milk). The space is lovely and they even have a few books to browse through. Will be back!

The place is comfortable and attractive, the interior design is nice and neat even though it's not too large. There is a smoking room above but it looks like it needs better insulation so that cigarette smoke doesn't smell all the way down.
relatively affordable prices starting from 18k for drinks. Parking lots along the road, for cars it is advisable to park on different sides. Overall a cozy place and worth trying.

What I love the most about this place is their ambience ✨
So comfy, their service is pretty good too!
And I would recommend their pastry, is really good!
Definitely will comeback!

Aesthetic place, great food and great coffee. The ambient is very cozy and warm, a must visit!

Good coffee & food...very reasonable price for coffee shop",0.95,0.003068372604643,0.5428194002199965,1390,"cozy, visit, affordable, latte, shop, avocado, cigarette, space, 18k, definitely"
WARKIT KAFE OFFICIAL,ChIJtVa3PHSBeC4Rvmp-N26anxc,"Jl. Depan, Semanding, Sumbersekar, Kec. Dau, Kabupaten Malang, Jawa Timur 65151, Indonesia","cafe, point_of_interest, food, establishment",4.8,52,,"Final cup PES 2021 PS4

Great place

Nice place

one of the hidden gems in my opinion
The tulup coffee is really poor
the natural atmosphere and views of the city of Malang and Batu are clearly visible from here

The cafe which is on the 2nd floor is quite interesting with services that make you feel at home

A cool and cozzy hangout place, Drinks, Food and of course coffee is a favorite menu that is worth trying... the people and the owner are friendly",0.95,0.0029525849591848,0.5427696115324495,1391,"cafe, tulup, batu, 2021, pes, ps4, malang, menu, interesting, atmosphere"
kedai kopi vetro,ChIJc6gbB9op1i0RcBvMETITW1s,"Jl. Simp. Bunga Tj. No.1b, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia","cafe, store, food, point_of_interest, establishment",4.8,52,,"excellent service, good food, great taste

👍👍👍👍👍👍👍👍

good

Lovely place

Nice place",0.95,0.0029525849591848,0.5427696115324495,1392,"service, food, place, taste, lovely, excellent, great, good, nice"
Angkraaf Culture & Culinary,ChIJi9CGPOFfei4ROILMBFLn620,"Ngangkrik, Triharjo, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55514, Indonesia","cafe, point_of_interest, food, establishment",4.8,51,,"Awesome drinks and snacking with syahdu vibe. Nice deh 🤌👌

cozy

There are cat rice, baceman tofu and tempeh, intestinal satay and egg satay, and various snacks in front of the cashier. But that's not my main point. My favorite is red velvet milk coffee. And if the chat with my friend is almost past 2 hours, I'll order some iced tea and stuff like that which is enough jatmika to hang out in this cafe. Please try the red velvet milk coffee. The other coffee is fine too. Enjoy your time here!

The place is nice, cool & comfortable for coffee with friends / family, the waiters are very friendly, the price of food here is also mummer, really recommend.

A place to hang out that won't break the bank. Playing billiards 10k can play 3 times, perfect for unwinding after a day's activities. There is free wifi here and the speed is not embarrassing. What's special here is that the cappuccinos are made by the super cute barista😍",0.95,0.0028946911364557,0.5427447171886759,1393,"cafe, cappuccinos, snacks, comfortable, tempeh, enjoy, hours, wifi, billiards, mummer"
"Warung Welek 7AZ , Betek Nirom Kota Malang",ChIJx-rQV9Mp1i0RBwjBsccKzL4,"Jl. Mayjend Panjaitan No.7AZ, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia","cafe, food, store, point_of_interest, establishment",4.8,51,,"Cozy place

Cheap. people Wifi. Before satw sir be patient.

Seoles relaxed place

The price is low, the place is classic as it is, the service at the house is cool, it's suitable for hanging out with friends, there is a bathroom, there is a parking lot (for cars there are but on the side of the road), Joss staple🙏👍

The stall is ugly but the atmosphere is very santuy. Usually the coffee drinkers are young gamers in the community",0.95,0.0028946911364557,0.5427447171886759,1394,"place, cozy, cheap, stall, wifi, drinkers, satw, atmosphere, seoles, classic"
Beryl Coffee,ChIJv5Q3ZtIp1i0Rgx6Wjtx0HwQ,"blok a, Jl. Tawangmangu No.21, Lowokwaru, Malang City, East Java 65141, Indonesia","cafe, point_of_interest, food, store, establishment",4.7,623,2.0,"In my opinion, the place is comfy. I like the way beryl coffee's service, that's why the atmosphere is nice, and the coffee is so good. Overall, I could enjoy here :)

Nice ambience, also had indoor smoking area, many choices of unique iced coffee, Burger taste great!! Really worth the price❤

Best coffee shop to study, work, doing your thesis. They have smoking and non smoking area, but i prefer the non smoking one. Love their playlist, not too crowded and looove their selection of beans and filtered coffee, their iced latte and green tea are also a good option!

Good atmosphere and very comfortable. Lots of charging station available, both inside and outside. Great coffee, but not so much option available, the price is standard. If you are looking for a place to do your work I recommend this place

Coffee was good. Actually I want to order their filtered coffee but unfortunately they run out the beans and ended up with Iced Latte. btw you should try the burger 😗",0.925,0.0360099577375094,0.542734281827129,1395,"coffee, indoor, thesis, ambience, recommend, selection, btw, standard, beryl, like"
Vosco Coffee,ChIJaUt29-kp1i0RKeDy8jqRc8U,"Jl. Borobudur No.27A, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia","cafe, food, point_of_interest, store, establishment",4.5,1767,2.0,"Another recommended resto in Malang.
The resto is not big. Cozy enough for friends and family to hang out for coffee or big meals.
We ordered Asian chicken curry, calamari rice, fish n fries. Delicious 👍🏽 The mashed potato was savory and the consistency is just right. Not too soft.
The food presentation is also very nice.
The lime drink is served in a large jug, unlike some resto we visited before. Very generous portion, not too much ice cubes.

The interior is vintage. There is a collection of motorcycles in front of the main entrance. It’s nice to see if you’re into bikers. But, I think it took up too much space. The outdoor area has only 2 sets of tables. We chose outdoor because the non-smoking area is not available.

It was our first time and we got a pouch of signature coffee powder for free because we spent more than 250k.
Thank you, Vosco Coffee!

A very comfortable place to just relax or hanging out with bunch of friends accompanied by a delicious cup of coffee. Coffee is good. Food just too pricey. This place differentiates rooms between smokers and non-smokers, this place also provides an IQOS corner.

A comfortable and good place to have a chit chat with your friends in Malang, the coffee and other beverages and also the desserts are all delicious with reasonable price. Though the parking space is not large but overall it's a nice modern coffee shop in town. Inside you may take pictures in interesting spots that have motocycles on display.

Vosco coffee is amazing! The staff. is friendly, the coffee is really good. They have their own coffee bean products. Ambience is nice and cozy, the dish is quite delicious, they have single origin coffee and brewed by the professionals. It's really recommended for coffee lover when visit Malang city.

It was my first time, after a lot of recomendations from my friend since about 1 year ago. The place is quite cozy with slowly rhythm music, love it. The taste is great, not just a so so taste. All of the foods are good...",0.875,0.1022404909396167,0.5427134111040351,1396,"resto, cozy, recomendations, beverages, malang, area, motocycles, 250k, display, interesting"
